time,angle,omega
1.932282,0.785,0.949
2.698882,1.570,1.095
3.376925,2.355,1.229
3.984326,3.140,1.368
4.530683,3.925,1.513
5.026882,4.710,1.657
5.481682,5.495,1.792
5.905283,6.280,1.898
6.309686,7.065,1.984
6.697182,7.850,2.063
7.071195,8.635,2.136
7.432518,9.420,2.213
7.781120,10.205,2.302
8.115085,10.990,2.402
8.435402,11.775,2.499
8.743889,12.560,2.572
9.045902,13.345,2.633
9.340286,14.130,2.696
9.628386,14.915,2.754
