"Time","GateState","angle","omega","Acceleration","Angle"
0,211885,1,0,000,,,0,000
0,264784,0,,,,
1,582084,1,0,785,0,669,,0,785
1,617284,0,,,,
2,638184,1,1,570,0,829,0,05,1,570
2,665787,0,,,,
3,510484,1,2,355,1,001,0,09,2,355
3,532707,0,,,,
4,233684,1,3,140,1,198,0,09,3,140
4,255084,0,,,,
4,840908,1,3,925,1,400,-0,01,3,925
4,860484,0,,,,
5,366694,1,4,710,1,572,-0,14,4,710
5,381884,0,,,,
5,844125,1,5,495,1,695,-0,11,5,495
5,858586,0,,,,
6,294384,1,6,280,1,788,-0,10,6,280
6,308084,0,,,,
6,723295,1,7,065,1,857,-0,02,7,065
6,736086,0,,,,
7,140384,1,7,850,1,920,0,15,7,850
7,152185,0,,,,
7,541485,1,8,635,2,006,0,16,8,635
7,552485,0,,,,
7,923886,1,9,420,2,112,0,09,9,420
7,935986,0,,,,
8,286121,1,10,205,2,224,-0,02,10,205
8,298487,0,,,,
8,630797,1,10,990,2,328,-0,13,10,990
8,641087,0,,,,
8,961198,1,11,775,2,413,-0,12,11,775
8,971392,0,,,,
9,281687,1,12,560,2,483,-0,20,12,560
9,291587,0,,,,
9,593612,1,13,345,2,532,,13,345
9,602998,0,,,,
9,901809,1,14,130,,,14,130
9,910630,0,,,,
