time,angle,omega
1.843784,0.785,1.001
2.541630,1.570,1.242
3.127084,2.355,1.418
3.655028,3.140,1.538
4.149984,3.925,1.616
4.627117,4.710,1.685
5.082626,5.495,1.776
5.512705,6.280,1.892
5.914493,7.065,2.019
6.291684,7.850,2.142
6.648722,8.635,2.242
6.992484,9.420,2.319
7.326017,10.205,2.369
7.655327,10.990,2.412
7.976986,11.775,2.479
8.288986,12.560,2.564
8.589687,13.345,2.657
8.880287,14.130,2.749
9.161110,14.915,2.831
9.434988,15.700,2.896
9.703288,16.485,2.935
